04_18-01-23-00-181402,04_18-01-22-43-891126
04_18-05-43-07-754088,04_18-05-42-35-196314
04_18-05-43-24-015144,04_18-05-42-43-319009
04_18-05-43-36-211245,04_18-05-42-47-356996
04_18-05-43-40-307060,04_18-05-42-55-522429
04_18-05-43-44-348906,04_18-05-43-11-834041
04_18-05-43-52-474864,04_18-05-43-15-893156
04_18-05-43-56-602505,04_18-05-43-19-940484
04_18-05-44-00-699917,04_18-05-43-28-074075
04_18-05-44-04-778859,04_18-05-43-32-138616
04_18-05-44-08-832933,04_18-05-43-40-307060
04_18-05-44-12-896713,04_18-05-43-48-406007
04_18-05-44-16-957088,04_18-05-44-00-699917
04_18-05-44-53-437532,04_18-05-44-53-437532
04_18-05-45-13-776670,04_18-05-45-01-551336
04_18-05-45-21-961691,04_18-05-45-05-604866
04_18-05-45-30-061363,04_18-05-45-09-719064
04_18-05-45-34-103217,04_18-05-45-13-776670
04_18-05-45-42-193203,04_18-05-45-17-916527
04_18-05-45-46-259246,04_18-05-45-26-012591
04_18-05-45-54-376374,04_18-05-45-38-152764
04_18-05-45-58-421246,04_18-05-45-46-259246
04_18-05-46-10-619725,04_18-05-45-50-320355
04_18-05-46-18-742147,04_18-05-45-58-421246
04_18-05-46-22-797889,04_18-05-46-02-484395
04_18-05-46-26-855210,04_18-05-46-06-546506
04_18-05-46-34-981443,04_18-05-46-10-619725
04_18-05-46-47-212584,04_18-05-46-14-695578
04_18-05-46-55-436141,04_18-05-46-18-742147
04_18-05-46-59-573457,04_18-05-46-22-797889
04_18-05-47-11-793008,04_18-05-46-26-855210
04_18-05-47-19-912626,04_18-05-46-34-981443
04_18-05-47-28-071359,04_18-05-46-43-152145
04_18-05-47-32-152593,04_18-05-46-47-212584
04_18-05-47-40-242308,04_18-05-46-51-333502
04_18-05-47-52-450251,04_18-05-46-59-573457
04_18-05-47-56-502666,04_18-05-47-03-624782
04_18-05-48-00-587221,04_18-05-47-07-687465
04_18-05-48-04-657423,04_18-05-47-15-863281
04_18-05-48-12-771694,04_18-05-47-19-912626
04_18-05-48-20-890374,04_18-05-47-24-027662
04_18-05-48-24-925676,04_18-05-47-28-071359
04_18-05-48-28-989509,04_18-05-47-36-198823
04_18-05-48-33-065655,04_18-05-47-44-306544
04_18-05-48-37-113272,04_18-05-47-48-381985
04_18-05-48-45-223495,04_18-05-48-41-150421
04_18-05-48-49-287548,04_18-05-48-45-223495
04_18-05-48-57-388479,04_18-05-48-53-339591
04_18-05-49-05-582833,04_18-05-48-57-388479
04_18-05-49-34-018327,04_18-05-49-01-480280
04_18-05-49-42-272200,04_18-05-49-05-582833
04_18-05-49-46-323920,04_18-05-49-13-749314
04_18-05-49-54-461894,04_18-05-49-17-794188
04_18-05-50-02-564740,04_18-05-49-21-872659
04_18-05-50-10-679895,04_18-05-49-29-948256
04_18-05-50-18-833457,04_18-05-49-34-018327
04_18-05-50-22-897614,04_18-05-49-38-150630
04_18-05-50-26-936402,04_18-05-49-50-419584
04_18-05-50-35-035456,04_18-05-49-58-508495
04_18-05-50-55-316989,04_18-05-50-06-607524
04_18-05-51-03-412793,04_18-05-50-14-727703
04_18-05-51-07-459869,04_18-05-50-22-897614
04_18-05-51-11-512448,04_18-05-50-26-936402
04_18-05-51-15-698991,04_18-05-50-30-988800
04_18-05-51-23-811452,04_18-05-50-35-035456
04_18-05-51-27-854279,04_18-05-50-39-136092
04_18-05-51-31-901394,04_18-05-50-43-192895
04_18-05-51-35-942872,04_18-05-50-47-232637
04_18-05-51-40-003689,04_18-05-50-51-271791
04_18-05-51-52-346487,04_18-05-50-55-316989
04_18-05-51-56-406742,04_18-05-50-59-362569
04_18-05-52-04-567065,04_18-05-51-15-698991
04_18-05-52-08-618216,04_18-05-51-19-750998
04_18-05-52-20-762916,04_18-05-52-16-724505
04_18-05-52-24-881782,04_18-05-52-24-881782
04_18-05-52-45-209321,04_18-05-52-37-038086
04_18-05-52-49-278230,04_18-05-52-41-091343
04_18-05-52-53-323695,04_18-05-52-49-278230
04_18-05-52-57-367007,04_18-05-52-57-367007
04_18-05-53-05-588813,04_18-05-53-01-539255
04_18-05-53-13-696127,04_18-05-53-09-645194
04_18-05-53-26-035087,04_18-05-53-26-035087
04_18-05-53-42-307257,04_18-05-53-30-081852
04_18-05-53-50-485708,04_18-05-53-34-145914
04_18-05-53-54-591597,04_18-05-53-38-202846
04_18-05-53-58-675742,04_18-05-53-42-307257
04_18-05-54-06-917012,04_18-05-53-46-370061
04_18-05-54-15-070047,04_18-05-53-50-485708
04_18-05-54-19-151850,04_18-05-53-54-591597
04_18-05-54-27-325175,04_18-05-53-58-675742
04_18-05-54-31-424130,04_18-05-54-02-858780
04_18-05-54-39-679232,04_18-05-54-11-005335
04_18-05-54-47-840206,04_18-05-54-23-205410
04_18-05-55-04-160622,04_18-05-54-35-576765
04_18-05-55-08-245513,04_18-05-54-39-679232
04_18-05-55-20-390027,04_18-05-54-43-714204
04_18-05-55-24-427096,04_18-05-54-51-951215
04_18-05-55-28-556402,04_18-05-54-56-021249
04_18-05-55-36-716713,04_18-05-55-08-245513
04_18-05-55-44-897384,04_18-05-55-12-299352
04_18-05-55-48-951011,04_18-05-55-16-347856
04_18-05-56-09-443054,04_18-05-55-24-427096
04_18-05-56-13-521821,04_18-05-55-28-556402
04_18-05-56-25-768875,04_18-05-55-32-649649
04_18-05-56-29-820900,04_18-05-55-40-777558
04_18-05-56-33-872411,04_18-05-56-01-319590
04_18-05-56-37-920853,04_18-05-56-05-375521
04_18-05-56-42-009296,04_18-05-56-09-443054
04_18-05-56-46-063038,04_18-05-56-13-521821
04_18-05-56-50-111985,04_18-05-56-17-618820
04_18-05-57-26-651477,04_18-05-57-22-564753
04_18-05-57-34-772980,04_18-05-57-30-719676
04_18-05-57-42-873624,04_18-05-57-38-821431
04_18-05-57-51-003340,04_18-05-57-42-873624
04_18-05-57-59-116315,04_18-05-57-46-945805
04_18-05-58-03-161748,04_18-05-57-59-116315
04_18-05-58-15-428833,04_18-05-58-11-346215
04_18-05-58-19-504350,04_18-05-58-15-428833
04_18-05-58-27-609920,04_18-05-58-23-569595
04_18-05-58-31-671518,04_18-05-58-27-609920
04_18-05-58-43-927346,04_18-05-58-39-841678
04_18-05-58-56-151407,04_18-05-58-52-025232
04_18-05-59-00-199534,04_18-05-58-56-151407
04_18-05-59-24-778319,04_18-05-59-04-333130
04_18-05-59-28-842369,04_18-05-59-08-468715
04_18-05-59-32-889412,04_18-05-59-12-591243
04_18-05-59-41-066366,04_18-05-59-16-645331
04_18-05-59-45-112422,04_18-05-59-20-724140
04_18-05-59-53-300033,04_18-05-59-28-842369
04_18-05-59-57-390225,04_18-05-59-32-889412
04_18-06-00-01-448926,04_18-05-59-37-011533
04_18-06-00-05-538085,04_18-05-59-41-066366
04_18-06-00-09-615521,04_18-05-59-49-220927
04_18-06-00-17-789420,04_18-05-59-53-300033
04_18-06-00-34-273908,04_18-05-59-57-390225
04_18-06-00-38-332841,04_18-06-00-13-698111
04_18-06-00-46-444197,04_18-06-00-21-891724
04_18-06-00-50-482741,04_18-06-00-26-038463
04_18-06-00-54-553191,04_18-06-00-30-224734
04_18-06-01-14-880845,04_18-06-01-14-880845
04_18-06-01-18-978007,04_18-06-01-18-978007
04_18-06-01-31-226280,04_18-06-01-23-027409
04_18-06-01-39-367606,04_18-06-01-27-143523
04_18-06-01-47-525965,04_18-06-01-31-226280
04_18-06-01-59-774913,04_18-06-01-35-275187
04_18-06-02-03-880460,04_18-06-01-39-367606
04_18-06-02-20-191442,04_18-06-01-43-486947
04_18-06-02-24-289742,04_18-06-01-51-647020
04_18-06-02-32-403444,04_18-06-01-55-711727
04_18-06-02-36-437302,04_18-06-02-03-880460
04_18-06-02-40-485437,04_18-06-02-07-924210
04_18-06-02-56-803230,04_18-06-02-12-034278
04_18-06-03-00-845925,04_18-06-02-16-131755
04_18-06-03-04-911601,04_18-06-02-28-348440
04_18-06-03-08-964526,04_18-06-02-36-437302
04_18-06-03-21-268724,04_18-06-02-48-668178
04_18-06-03-29-373277,04_18-06-02-52-727067
04_18-06-03-37-572038,04_18-06-03-17-199996
04_18-06-04-02-132696,04_18-06-03-25-312304
04_18-06-04-06-191174,04_18-06-03-33-464748
04_18-06-04-26-557674,04_18-06-03-45-755063
04_18-06-04-34-658970,04_18-06-03-49-805301
04_18-06-04-38-716447,04_18-06-03-53-963316
04_18-06-04-42-782117,04_18-06-03-58-015224
04_18-06-04-59-093653,04_18-06-04-02-132696
04_18-06-05-03-144218,04_18-06-04-10-284025
04_18-06-05-11-282334,04_18-06-04-14-365629
04_18-06-05-15-365677,04_18-06-04-18-431224
04_18-06-05-19-428342,04_18-06-04-22-504143
04_18-06-05-23-493679,04_18-06-04-38-716447
04_18-06-05-27-556052,04_18-06-04-46-885805
04_18-06-05-31-606960,04_18-06-04-55-049901
04_18-06-05-35-653235,04_18-06-05-07-186936
04_18-06-06-00-056807,04_18-06-06-00-056807
04_18-06-06-16-359681,04_18-06-06-12-278343
04_18-06-06-24-521022,04_18-06-06-20-409848
04_18-06-06-36-677161,04_18-06-06-32-613421
04_18-06-07-53-805117,04_18-06-07-41-632703
04_18-06-08-05-961105,04_18-06-07-45-708243
04_18-06-08-18-166420,04_18-06-07-49-759101
04_18-06-08-26-297627,04_18-06-07-57-854846
04_18-06-08-34-545222,04_18-06-08-01-913649
04_18-06-08-42-642626,04_18-06-08-22-236481
04_18-06-08-50-768958,04_18-06-08-26-297627
04_18-06-08-58-979088,04_18-06-08-30-420102
04_18-06-09-11-399054,04_18-06-08-38-593135
04_18-06-09-23-591000,04_18-06-08-42-642626
04_18-06-09-27-693165,04_18-06-08-50-768958
04_18-06-09-47-944189,04_18-06-08-54-920265
04_18-06-09-51-996902,04_18-06-09-03-102482
04_18-06-09-56-079176,04_18-06-09-07-300478
04_18-06-10-04-156850,04_18-06-09-15-468301
04_18-06-10-20-394897,04_18-06-09-19-515953
04_18-06-10-28-513059,04_18-06-09-23-591000
04_18-06-10-44-795883,04_18-06-09-27-693165
04_18-06-10-48-867730,04_18-06-09-31-737907
04_18-06-10-56-966846,04_18-06-09-35-790412
04_18-06-11-01-042719,04_18-06-09-39-843441
04_18-06-11-09-168066,04_18-06-09-43-879005
04_18-06-11-13-207321,04_18-06-09-51-996902
04_18-06-11-17-292912,04_18-06-09-56-079176
04_18-06-11-25-399883,04_18-06-10-00-116548
04_18-06-11-33-489065,04_18-06-10-08-213021
04_18-06-11-41-616881,04_18-06-10-12-267541
04_18-06-11-45-665090,04_18-06-10-16-356277
04_18-06-11-49-824180,04_18-06-10-24-432611
04_18-06-11-53-899462,04_18-06-10-32-550089
04_18-06-12-02-058882,04_18-06-10-36-659721
04_18-06-12-06-130799,04_18-06-10-40-712935
04_18-06-12-10-169563,04_18-06-10-52-925646
04_18-06-12-14-266793,04_18-06-10-56-966846
04_18-06-12-22-356304,04_18-06-11-05-099607
04_18-06-12-30-480995,04_18-06-11-21-359898
04_18-06-12-34-558935,04_18-06-11-29-439238
04_18-06-12-38-640533,04_18-06-11-33-489065
04_18-06-12-42-720040,04_18-06-11-37-574953
04_18-06-12-46-832217,04_18-06-11-41-616881
04_18-06-12-50-913529,04_18-06-11-49-824180
04_18-06-12-54-969170,04_18-06-11-57-948706
04_18-06-12-59-020990,04_18-06-12-10-169563
04_18-06-13-07-154723,04_18-06-12-14-266793
04_18-06-13-19-398884,04_18-06-12-18-308908
04_18-06-13-23-467794,04_18-06-13-23-467794
04_18-06-13-31-591066,04_18-06-13-27-531513
04_18-06-13-39-694177,04_18-06-13-31-591066
04_18-06-14-16-375850,04_18-06-13-35-656528
04_18-06-14-20-419220,04_18-06-13-43-749639
04_18-06-14-24-477590,04_18-06-13-47-802576
04_18-06-14-32-582368,04_18-06-13-51-922025
04_18-06-14-40-678729,04_18-06-13-55-963209
04_18-06-14-57-003777,04_18-06-14-00-035774
04_18-06-15-09-285075,04_18-06-14-08-124549
04_18-06-15-13-332651,04_18-06-14-12-296098
04_18-06-15-17-375778,04_18-06-14-24-477590
04_18-06-15-25-516891,04_18-06-14-28-540416
04_18-06-15-37-789922,04_18-06-14-36-630147
04_18-06-15-41-832897,04_18-06-14-40-678729
04_18-06-15-45-886857,04_18-06-14-44-750901
04_18-06-15-54-042003,04_18-06-14-48-892151
04_18-06-16-02-203054,04_18-06-15-01-068272
04_18-06-16-10-331768,04_18-06-15-05-211868
04_18-06-16-14-386007,04_18-06-15-09-285075
04_18-06-16-18-487268,04_18-06-15-13-332651
04_18-06-16-22-539221,04_18-06-15-17-375778
04_18-06-16-30-693261,04_18-06-15-21-438299
04_18-06-16-34-747907,04_18-06-15-29-608559
04_18-06-16-38-801016,04_18-06-15-33-662405
04_18-06-16-42-878463,04_18-06-15-37-789922
04_18-06-17-03-216453,04_18-06-16-55-092750
04_18-06-17-11-337031,04_18-06-16-59-157205
04_18-06-17-15-383992,04_18-06-17-07-267451
04_18-06-17-35-660025,04_18-06-17-31-595029
04_18-06-17-43-833014,04_18-06-17-39-736351
04_18-06-17-51-938748,04_18-06-17-43-833014
04_18-06-17-55-986281,04_18-06-17-47-888261
04_18-06-18-04-089490,04_18-06-17-55-986281
04_18-06-18-08-189959,04_18-06-18-00-045534
04_18-06-18-36-609543,04_18-06-18-20-361389
04_18-06-18-40-652918,04_18-06-18-28-485648
04_18-06-18-52-822263,04_18-06-18-32-551692
04_18-06-18-56-905391,04_18-06-18-48-778887
04_18-06-19-05-017211,04_18-06-19-05-017211
04_18-06-19-09-065404,04_18-06-19-09-065404
04_18-06-19-37-474819,04_18-06-19-21-226094
04_18-06-19-41-554677,04_18-06-19-25-280932
04_18-06-19-49-691958,04_18-06-19-29-327600
04_18-06-20-05-899677,04_18-06-19-33-425725
04_18-06-20-09-951075,04_18-06-19-41-554677
04_18-06-20-18-063524,04_18-06-19-45-638990
04_18-06-20-26-197507,04_18-06-19-53-725970
04_18-06-20-34-313841,04_18-06-19-57-773514
04_18-06-20-38-405538,04_18-06-20-01-845744
04_18-06-20-42-453502,04_18-06-20-14-000919
04_18-06-20-50-574726,04_18-06-20-22-151080
04_18-06-20-54-634986,04_18-06-20-30-267480
04_18-06-20-58-677815,04_18-06-20-54-634986
04_18-06-21-02-774890,04_18-06-20-58-677815
04_18-06-21-10-926963,04_18-06-21-10-926963
04_18-06-21-27-221141,04_18-06-21-23-108807
04_18-06-21-47-599259,04_18-06-21-43-553060
04_18-06-21-51-638453,04_18-06-21-47-599259
04_18-06-22-52-607358,04_18-06-22-44-496974
04_18-06-22-56-673773,04_18-06-22-48-547867
04_18-06-23-00-740560,04_18-06-22-52-607358
04_18-06-23-08-911434,04_18-06-22-56-673773
04_18-06-24-01-769175,04_18-06-23-00-740560
04_18-06-24-05-830311,04_18-06-23-04-807131
04_18-06-24-09-903339,04_18-06-24-01-769175
04_18-06-24-18-005773,04_18-06-24-05-830311
04_18-06-24-46-414341,04_18-06-24-46-414341
04_18-06-24-50-508346,04_18-06-24-50-508346
04_19-02-15-04-668377,04_19-02-15-00-582077
04_19-02-15-08-755145,04_19-02-15-08-755145
04_19-02-15-16-940491,04_19-02-15-16-940491
04_19-02-15-21-006415,04_19-02-15-21-006415
04_19-02-15-25-075523,04_19-02-15-25-075523
04_19-02-15-33-232572,04_19-02-15-29-162206
04_19-02-15-41-383329,04_19-02-15-37-311574
04_19-02-16-01-768086,04_19-02-15-57-691636
04_19-02-16-18-068102,04_19-02-16-05-843321
04_19-02-16-22-155298,04_19-02-16-09-914616
04_19-02-17-02-890686,04_19-02-16-58-824566
04_19-02-17-11-029904,04_19-02-17-06-958899
04_19-02-17-27-323521,04_19-02-17-15-111682
04_19-02-17-39-554274,04_19-02-17-19-182758
04_19-02-17-43-660422,04_19-02-17-23-234251
04_19-02-17-51-832423,04_19-02-17-39-554274
04_19-02-18-12-282448,04_19-02-17-47-744472
04_19-02-18-57-265170,04_19-02-17-55-913794
04_19-02-19-05-448676,04_19-02-17-59-980285
04_19-02-19-17-701558,04_19-02-18-04-088362
04_19-02-19-21-770369,04_19-02-18-08-186423
04_19-02-19-29-969310,04_19-02-18-16-374919
04_19-02-19-34-026745,04_19-02-18-20-459547
04_19-02-19-46-284488,04_19-02-18-24-561809
04_19-02-20-06-742754,04_19-02-18-28-620222
04_19-02-20-10-814147,04_19-02-18-32-712828
04_19-02-20-18-961864,04_19-02-18-36-823479
04_19-02-20-23-052722,04_19-02-18-40-922680
04_19-02-20-31-158797,04_19-02-18-44-989094
04_19-02-20-35-254546,04_19-02-18-49-087258
04_19-02-20-39-338853,04_19-02-18-53-192091
04_19-02-20-43-414952,04_19-02-19-05-448676
04_19-02-21-40-638396,04_19-02-19-09-551517
04_19-02-21-44-726323,04_19-02-19-13-615610
04_19-02-22-46-116533,04_19-02-19-25-880606
04_19-02-22-50-196418,04_19-02-19-38-095404
04_19-02-22-54-272367,04_19-02-19-42-199003
04_19-02-22-58-341208,04_19-02-19-46-284488
04_19-02-23-02-427104,04_19-02-19-50-375597
04_19-02-23-06-514358,04_19-02-19-54-445870
04_19-02-23-10-613519,04_19-02-19-58-526853
04_19-02-23-14-723061,04_19-02-20-02-638829
04_19-02-23-26-974004,04_19-02-20-14-888979
04_19-02-23-31-097655,04_19-02-20-31-158797
04_19-02-23-39-244964,04_19-02-20-35-254546
04_19-02-23-43-312346,04_19-02-20-43-414952
04_19-02-23-55-549047,04_19-02-20-47-494713
04_19-02-23-59-622902,04_19-02-20-51-589487
04_19-02-24-03-736883,04_19-02-20-55-651596
04_19-02-24-07-824022,04_19-02-20-59-738029
04_19-02-24-11-878596,04_19-02-21-03-859332
04_19-02-24-15-964530,04_19-02-21-07-923079
04_19-02-24-24-099266,04_19-02-21-12-025529
04_19-02-24-32-251829,04_19-02-21-16-165151
04_19-02-24-40-405959,04_19-02-21-20-236965
04_19-02-24-44-499069,04_19-02-21-24-311199
04_19-02-24-52-666019,04_19-02-21-32-469362
04_19-02-25-00-840497,04_19-02-21-36-577549
04_19-02-25-09-006180,04_19-02-21-48-823976
04_19-02-25-25-361302,04_19-02-22-46-116533
04_19-02-26-35-068848,04_19-02-22-50-196418
04_19-02-26-47-302948,04_19-02-22-54-272367
04_19-02-26-59-586255,04_19-02-23-18-809110
04_19-02-27-28-290453,04_19-02-23-22-885470
04_19-02-27-44-697178,04_19-02-23-26-974004
04_19-02-27-48-751197,04_19-02-23-35-158557
04_19-02-27-52-888429,04_19-02-23-47-384087
04_19-02-27-56-968729,04_19-02-23-51-459205
04_19-02-28-25-715330,04_19-02-24-20-016941
04_19-02-28-29-836842,04_19-02-24-32-251829
04_19-02-29-02-591639,04_19-02-24-48-594368
04_19-02-29-14-882361,04_19-02-24-56-735612
04_19-02-29-51-647179,04_19-02-25-04-939995
04_19-02-29-55-743362,04_19-02-25-13-086228
04_19-02-30-07-990408,04_19-02-25-17-181268
04_19-02-31-13-478205,04_19-02-25-21-256972
04_19-02-31-17-576114,04_19-02-25-25-361302
04_19-02-31-21-646719,04_19-02-26-39-154681
04_19-02-31-50-179822,04_19-02-26-43-210475
04_19-02-32-18-748890,04_19-02-26-47-302948
04_19-02-32-22-856797,04_19-02-26-51-371303
04_19-02-32-31-032642,04_19-02-26-55-477240
04_19-02-32-39-185327,04_19-02-27-03-719429
04_19-02-32-59-663324,04_19-02-27-07-851303
04_19-02-33-03-746286,04_19-02-27-11-936509
04_19-02-33-16-002804,04_19-02-27-16-015209
04_19-02-33-28-244091,04_19-02-27-20-103567
04_19-02-34-41-855997,04_19-02-27-24-216397
04_19-02-34-45-927058,04_19-02-27-36-504312
04_19-02-34-50-015285,04_19-02-27-44-697178
04_19-02-34-58-180902,04_19-02-27-48-751197
04_19-02-35-02-253220,04_19-02-28-01-035062
04_19-02-35-47-207883,04_19-02-28-05-178575
04_19-02-35-51-310528,04_19-02-28-09-263895
04_19-02-35-55-396201,04_19-02-28-13-390960
04_19-02-36-19-823708,04_19-02-28-17-499740
04_19-02-36-52-503862,04_19-02-28-21-579462
04_19-02-36-56-592475,04_19-02-28-29-836842
04_19-02-37-00-715843,04_19-02-28-33-935722
04_19-02-37-04-802282,04_19-02-28-38-017062
04_19-02-37-08-889153,04_19-02-28-42-106984
04_19-02-37-53-873989,04_19-02-28-46-193018
04_19-02-37-57-942719,04_19-02-28-50-309452
04_19-02-38-22-575975,04_19-02-28-54-392380
04_19-02-38-38-961839,04_19-02-28-58-492397
04_19-02-38-43-045212,04_19-02-29-06-699357
04_19-02-38-47-112745,04_19-02-29-10-801212
04_19-02-38-55-316436,04_19-02-29-18-967965
04_19-02-39-03-469065,04_19-02-29-23-025864
04_19-02-39-07-535887,04_19-02-29-27-113372
04_19-02-39-15-687677,04_19-02-29-31-214442
04_19-02-39-56-496476,04_19-02-29-35-327257
04_19-02-41-14-554192,04_19-02-29-39-429191
04_19-02-41-22-782905,04_19-02-29-43-517506
04_19-02-41-39-155716,04_19-02-29-47-584412
04_19-02-41-43-259264,04_19-02-29-59-809123
04_19-02-41-47-312242,04_19-02-30-03-911030
04_19-02-42-32-339518,04_19-02-31-25-716884
04_19-02-42-44-566943,04_19-02-31-29-816680
04_19-02-42-48-656655,04_19-02-31-33-888975
04_19-02-43-00-964711,04_19-02-31-37-968803
04_19-02-43-05-050459,04_19-02-31-42-051154
04_19-02-43-09-117204,04_19-02-31-46-122592
04_19-02-43-21-543375,04_19-02-31-54-246477
04_19-02-43-25-643565,04_19-02-31-58-329197
04_19-02-43-29-728298,04_19-02-32-02-421887
04_19-02-43-41-969942,04_19-02-32-06-503500
04_19-02-43-54-204256,04_19-02-32-10-571172
04_19-02-44-22-891841,04_19-02-32-18-748890
04_19-02-44-35-196591,04_19-02-32-22-856797
04_19-02-44-39-249935,04_19-02-32-26-949373
04_19-02-44-51-554036,04_19-02-32-31-032642
04_19-02-44-55-637771,04_19-02-32-35-069287
04_19-02-44-59-738041,04_19-02-32-43-295421
04_19-02-45-24-279671,04_19-02-32-47-394482
04_19-02-45-28-390187,04_19-02-32-51-473179
04_19-02-45-32-470502,04_19-02-33-07-829998
04_19-02-45-36-528170,04_19-02-33-11-919684
04_19-02-45-44-753119,04_19-02-33-20-088379
04_19-02-45-48-833441,04_19-02-33-32-344133
04_19-02-46-42-176089,04_19-02-33-36-396756
04_19-02-46-46-275809,04_19-02-33-40-465121
04_19-02-46-50-404083,04_19-02-33-44-580634
04_19-02-46-54-480304,04_19-02-33-48-652448
04_19-02-47-10-788821,04_19-02-33-52-734462
04_19-02-47-18-953906,04_19-02-33-56-829113
04_19-02-47-35-419418,04_19-02-34-00-947116
04_19-02-47-47-661380,04_19-02-34-05-039132
04_19-02-47-51-761135,04_19-02-34-09-109339
04_19-02-48-04-051468,04_19-02-34-13-197626
04_19-02-48-08-139403,04_19-02-34-17-296777
04_19-02-48-20-461167,04_19-02-34-21-407608
04_19-02-48-24-524024,04_19-02-34-25-518673
04_19-02-48-57-424138,04_19-02-34-29-627710
04_19-02-49-17-956234,04_19-02-34-37-776700
04_19-02-49-22-056370,04_19-02-34-45-927058
04_19-02-49-30-212378,04_19-02-34-54-101455
04_19-02-49-34-266395,04_19-02-35-02-253220
04_19-02-49-38-365509,04_19-02-35-06-360784
04_19-02-49-46-571087,04_19-02-35-10-454685
04_19-02-49-50-672722,04_19-02-35-14-523120
04_19-02-50-11-223248,04_19-02-35-18-640130
04_19-02-50-35-856675,04_19-02-35-22-745076
04_19-02-50-48-099596,04_19-02-35-26-815369
04_19-02-51-53-814467,04_19-02-35-30-898988
04_19-02-51-57-920298,04_19-02-35-34-981200
04_19-02-52-06-103760,04_19-02-35-39-052536
04_19-02-52-10-174855,04_19-02-35-43-127673
04_19-02-52-18-342869,04_19-02-35-51-310528
04_19-02-53-07-554078,04_19-02-35-59-458581
04_19-02-53-19-828240,04_19-02-36-03-516138
04_19-02-53-44-489716,04_19-02-36-07-578735
04_19-02-53-48-575587,04_19-02-36-11-651203
04_19-02-54-00-815850,04_19-02-36-15-753825
04_19-02-54-09-010598,04_19-02-36-19-823708
04_19-02-54-41-708622,04_19-02-36-23-888314
04_19-02-54-45-797521,04_19-02-36-27-952551
04_19-02-54-49-878948,04_19-02-36-32-056097
04_19-02-54-53-969273,04_19-02-36-36-128243
04_19-02-55-10-312150,04_19-02-36-40-200899
04_19-02-55-38-955576,04_19-02-36-44-329012
04_19-02-55-43-065894,04_19-02-36-48-403812
04_19-02-55-55-322369,04_19-02-37-12-962751
04_19-02-56-19-940785,04_19-02-37-17-033944
04_19-02-57-29-750075,04_19-02-37-21-102365
04_19-02-57-33-885969,04_19-02-37-25-220018
04_19-02-57-37-957640,04_19-02-37-29-320344
04_19-02-57-46-179320,04_19-02-37-33-404044
04_19-02-57-50-314951,04_19-02-37-37-490815
04_19-02-57-54-392063,04_19-02-37-41-596769
04_19-02-57-58-483794,04_19-02-37-45-695782
04_19-02-58-06-671442,04_19-02-37-49-797481
04_19-02-58-10-780145,04_19-02-38-02-053563
04_19-02-58-31-289964,04_19-02-38-06-165488
04_19-02-58-35-421343,04_19-02-38-10-257524
04_19-02-58-55-803797,04_19-02-38-26-667052
